City,Season Start,Season End,Month,Day,Match Number,Team 1,Team 2,Venue,Toss Winner,Toss Decision,Super Over,Winning Team,Won By,Margin,Method,Player of Match,Team 1 Players,Team 2 Players,Umpire 1,Umpire 2
Pune,2016,2016,April,Sunday,20,Rising Pune Supergiants,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,field,N,Kolkata Knight Riders,Wickets,2.0,NA,SA Yadav,"['AM Rahane', 'F du Plessis', 'SPD Smith', 'NLTC Perera', 'JA Morkel', 'MS Dhoni', 'R Bhatia', 'SS Tiwary', 'R Ashwin', 'Ankit Sharma', 'M Ashwin']","['RV Uthappa', 'G Gambhir', 'SA Yadav', 'Shakib Al Hasan', 'YK Pathan', 'AD Russell', 'R Sathish', 'PP Chawla', 'UT Yadav', 'SP Narine', 'M Morkel']",CB Gaffaney,A Nand Kishore
Rajkot,2016,2016,April,Sunday,19,Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,bat,N,Gujarat Lions,Wickets,6.0,NA,V Kohli,"['DR Smith', 'BB McCullum', 'SK Raina', 'KD Karthik', 'RA Jadeja', 'DJ Bravo', 'AJ Finch', 'P Kumar', 'DS Kulkarni', 'SB Jakati', 'PV Tambe']","['V Kohli', 'SR Watson', 'AB de Villiers', 'KL Rahul', 'SN Khan', 'KM Jadhav', 'STR Binny', 'Iqbal Abdulla', 'YS Chahal', 'KW Richardson', 'T Shamsi']",K Bharatan,BNJ Oxenford
Hyderabad,2016,2016,April,Saturday,18,Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,field,N,Sunrisers Hyderabad,Wickets,5.0,NA,Mustafizur Rahman,"['DA Warner', 'S Dhawan', 'AP Tare', 'EJG Morgan', 'DJ Hooda', 'MC Henriques', 'NV Ojha', 'Bipul Sharma', 'B Kumar', 'BB Sran', 'Mustafizur Rahman']","['M Vijay', 'M Vohra', 'SE Marsh', 'DA Miller', 'GJ Maxwell', 'NS Naik', 'AR Patel', 'R Dhawan', 'MM Sharma', 'KJ Abbott', 'Sandeep Sharma']",AK Chaudhary,CK Nandan
Delhi,2016,2016,April,Saturday,17,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,Mumbai Indians,field,N,Delhi Daredevils,Runs,10.0,NA,SV Samson,"['Q de Kock', 'SS Iyer', 'SV Samson', 'KK Nair', 'JP Duminy', 'P Negi', 'CH Morris', 'Z Khan', 'A Mishra', 'Mohammed Shami', 'Imran Tahir']","['RG Sharma', 'PA Patel', 'AT Rayudu', 'KH Pandya', 'JC Buttler', 'KA Pollard', 'HH Pandya', 'Harbhajan Singh', 'TG Southee', 'MJ McClenaghan', 'JJ Bumrah']",S Ravi,C Shamshuddin
Pune,2016,2016,April,Friday,16,Rising Pune Supergiants,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,field,N,Royal Challengers Bangalore,Runs,13.0,NA,AB de Villiers,"['AM Rahane', 'F du Plessis', 'KP Pietersen', 'SPD Smith', 'MS Dhoni', 'NLTC Perera', 'R Bhatia', 'R Ashwin', 'Ankit Sharma', 'M Ashwin', 'I Sharma']","['V Kohli', 'KL Rahul', 'AB de Villiers', 'SR Watson', 'SN Khan', 'Mandeep Singh', 'STR Binny', 'HV Patel', 'KW Richardson', 'T Shamsi', 'Iqbal Abdulla']",CB Gaffaney,VK Sharma
Rajkot,2016,2016,April,Thursday,15,Gujarat Lions,Sunrisers Hyderabad,Saurashtra Cricket Association Stadium,Sunrisers Hyderabad,field,N,Sunrisers Hyderabad,Wickets,10.0,NA,B Kumar,"['AJ Finch', 'BB McCullum', 'SK Raina', 'KD Karthik', 'DJ Bravo', 'RA Jadeja', 'AD Nath', 'DW Steyn', 'P Kumar', 'DS Kulkarni', 'PV Tambe']","['DA Warner', 'S Dhawan', 'MC Henriques', 'EJG Morgan', 'DJ Hooda', 'AP Tare', 'NV Ojha', 'B Kumar', 'Mustafizur Rahman', 'Bipul Sharma', 'BB Sran']",K Bharatan,HDPK Dharmasena
Mumbai,2016,2016,April,Wednesday,14,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,Mumbai Indians,field,N,Mumbai Indians,Wickets,6.0,NA,RG Sharma,"['RG Sharma', 'PA Patel', 'AT Rayudu', 'JC Buttler', 'KA Pollard', 'HH Pandya', 'KH Pandya', 'Harbhajan Singh', 'JJ Bumrah', 'MJ McClenaghan', 'TG Southee']","['V Kohli', 'KL Rahul', 'AB de Villiers', 'SR Watson', 'TM Head', 'SN Khan', 'STR Binny', 'HV Patel', 'KW Richardson', 'Iqbal Abdulla', 'VR Aaron']",AK Chaudhary,CK Nandan
Chandigarh,2016,2016,April,Tuesday,13,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kolkata Knight Riders,field,N,Kolkata Knight Riders,Wickets,6.0,NA,RV Uthappa,"['M Vijay', 'M Vohra', 'SE Marsh', 'WP Saha', 'DA Miller', 'GJ Maxwell', 'AR Patel', 'MM Sharma', 'P Sahu', 'KJ Abbott', 'Sandeep Sharma']","['RV Uthappa', 'G Gambhir', 'MK Pandey', 'Shakib Al Hasan', 'SA Yadav', 'YK Pathan', 'AD Russell', 'PP Chawla', 'SP Narine', 'M Morkel', 'UT Yadav']",S Ravi,C Shamshuddin
Hyderabad,2016,2016,April,Monday,12,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,field,N,Sunrisers Hyderabad,Wickets,7.0,NA,DA Warner,"['DA Warner', 'S Dhawan', 'MC Henriques', 'EJG Morgan', 'DJ Hooda', 'NV Ojha', 'Bipul Sharma', 'A Ashish Reddy', 'B Kumar', 'Mustafizur Rahman', 'BB Sran']","['MJ Guptill', 'PA Patel', 'AT Rayudu', 'RG Sharma', 'JC Buttler', 'KH Pandya', 'HH Pandya', 'Harbhajan Singh', 'TG Southee', 'MJ McClenaghan', 'JJ Bumrah']",HDPK Dharmasena,VK Sharma
Bangalore,2016,2016,April,Sunday,11,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,Delhi Daredevils,field,N,Delhi Daredevils,Wickets,7.0,NA,Q de Kock,"['CH Gayle', 'V Kohli', 'AB de Villiers', 'SR Watson', 'SN Khan', 'KM Jadhav', 'D Wiese', 'Parvez Rasool', 'HV Patel', 'YS Chahal', 'S Aravind']","['Q de Kock', 'SS Iyer', 'SV Samson', 'KK Nair', 'JP Duminy', 'CR Brathwaite', 'CH Morris', 'P Negi', 'Z Khan', 'A Mishra', 'Mohammed Shami']",VA Kulkarni,A Nand Kishore
Chandigarh,2016,2016,April,Sunday,10,Kings XI Punjab,Rising Pune Supergiants,"Punjab Cricket Association IS Bindra Stadium, Mohali",Rising Pune Supergiants,bat,N,Kings XI Punjab,Wickets,6.0,NA,M Vohra,"['M Vijay', 'M Vohra', 'SE Marsh', 'DA Miller', 'GJ Maxwell', 'WP Saha', 'AR Patel', 'MM Sharma', 'KJ Abbott', 'P Sahu', 'Sandeep Sharma']","['AM Rahane', 'F du Plessis', 'KP Pietersen', 'NLTC Perera', 'SPD Smith', 'MS Dhoni', 'IK Pathan', 'R Ashwin', 'I Sharma', 'Ankit Sharma', 'M Ashwin']",S Ravi,C Shamshuddin
Mumbai,2016,2016,April,Saturday,9,Mumbai Indians,Gujarat Lions,Wankhede Stadium,Gujarat Lions,field,N,Gujarat Lions,Wickets,3.0,NA,AJ Finch,"['RG Sharma', 'PA Patel', 'HH Pandya', 'JC Buttler', 'KA Pollard', 'AT Rayudu', 'Harbhajan Singh', 'KH Pandya', 'TG Southee', 'MJ McClenaghan', 'JJ Bumrah']","['AJ Finch', 'BB McCullum', 'SK Raina', 'KD Karthik', 'DJ Bravo', 'AD Nath', 'JP Faulkner', 'P Kumar', 'DS Kulkarni', 'SB Jakati', 'PV Tambe']",HDPK Dharmasena,VK Sharma
Hyderabad,2016,2016,April,Saturday,8,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bat,N,Kolkata Knight Riders,Wickets,8.0,NA,G Gambhir,"['DA Warner', 'S Dhawan', 'MC Henriques', 'EJG Morgan', 'DJ Hooda', 'NV Ojha', 'A Ashish Reddy', 'KV Sharma', 'B Kumar', 'Mustafizur Rahman', 'BB Sran']","['RV Uthappa', 'G Gambhir', 'AD Russell', 'MK Pandey', 'Shakib Al Hasan', 'YK Pathan', 'SA Yadav', 'PP Chawla', 'SP Narine', 'M Morkel', 'UT Yadav']",AK Chaudhary,CK Nandan
Delhi,2016,2016,April,Friday,7,Delhi Daredevils,Kings XI Punjab,Feroz Shah Kotla,Delhi Daredevils,field,N,Delhi Daredevils,Wickets,8.0,NA,A Mishra,"['Q de Kock', 'SS Iyer', 'SV Samson', 'P Negi', 'KK Nair', 'JP Duminy', 'CR Brathwaite', 'J Yadav', 'CH Morris', 'Z Khan', 'A Mishra']","['M Vijay', 'M Vohra', 'SE Marsh', 'DA Miller', 'GJ Maxwell', 'AR Patel', 'WP Saha', 'MG Johnson', 'MM Sharma', 'P Sahu', 'Sandeep Sharma']",S Ravi,C Shamshuddin
Rajkot,2016,2016,April,Thursday,6,Gujarat Lions,Rising Pune Supergiants,Saurashtra Cricket Association Stadium,Rising Pune Supergiants,bat,N,Gujarat Lions,Wickets,7.0,NA,AJ Finch,"['AJ Finch', 'BB McCullum', 'SK Raina', 'DJ Bravo', 'RA Jadeja', 'KD Karthik', 'AD Nath', 'JP Faulkner', 'P Kumar', 'SB Jakati', 'PV Tambe']","['AM Rahane', 'F du Plessis', 'KP Pietersen', 'SPD Smith', 'MS Dhoni', 'MR Marsh', 'R Bhatia', 'R Ashwin', 'I Sharma', 'RP Singh', 'M Ashwin']",VA Kulkarni,CK Nandan
Kolkata,2016,2016,April,Wednesday,5,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,Mumbai Indians,field,N,Mumbai Indians,Wickets,6.0,NA,RG Sharma,"['RV Uthappa', 'G Gambhir', 'MK Pandey', 'AD Russell', 'YK Pathan', 'C Munro', 'SA Yadav', 'PP Chawla', 'JW Hastings', 'Kuldeep Yadav', 'GB Hogg']","['RG Sharma', 'PA Patel', 'HH Pandya', 'MJ McClenaghan', 'JC Buttler', 'KA Pollard', 'AT Rayudu', 'Harbhajan Singh', 'J Suchith', 'TG Southee', 'JJ Bumrah']",Nitin Menon,S Ravi
Bangalore,2016,2016,April,Tuesday,4,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,Sunrisers Hyderabad,field,N,Royal Challengers Bangalore,Runs,45.0,NA,AB de Villiers,"['CH Gayle', 'V Kohli', 'AB de Villiers', 'SR Watson', 'SN Khan', 'KM Jadhav', 'STR Binny', 'Parvez Rasool', 'HV Patel', 'AF Milne', 'YS Chahal']","['DA Warner', 'S Dhawan', 'MC Henriques', 'NV Ojha', 'DJ Hooda', 'EJG Morgan', 'A Ashish Reddy', 'KV Sharma', 'A Nehra', 'B Kumar', 'Mustafizur Rahman']",HDPK Dharmasena,VK Sharma
Chandigarh,2016,2016,April,Monday,3,Kings XI Punjab,Gujarat Lions,"Punjab Cricket Association IS Bindra Stadium, Mohali",Gujarat Lions,field,N,Gujarat Lions,Wickets,5.0,NA,AJ Finch,"['M Vijay', 'M Vohra', 'DA Miller', 'GJ Maxwell', 'WP Saha', 'MP Stoinis', 'AR Patel', 'MG Johnson', 'P Sahu', 'MM Sharma', 'Sandeep Sharma']","['AJ Finch', 'BB McCullum', 'SK Raina', 'KD Karthik', 'RA Jadeja', 'Ishan Kishan', 'DJ Bravo', 'JP Faulkner', 'P Kumar', 'PJ Sangwan', 'S Ladda']",AK Chaudhary,VA Kulkarni
Kolkata,2016,2016,April,Sunday,2,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,Kolkata Knight Riders,field,N,Kolkata Knight Riders,Wickets,9.0,NA,AD Russell,"['RV Uthappa', 'G Gambhir', 'MK Pandey', 'C Munro', 'SA Yadav', 'YK Pathan', 'AD Russell', 'PP Chawla', 'JW Hastings', 'GB Hogg', 'UT Yadav']","['MA Agarwal', 'Q de Kock', 'SS Iyer', 'KK Nair', 'SV Samson', 'P Negi', 'CR Brathwaite', 'CH Morris', 'NM Coulter-Nile', 'A Mishra', 'Z Khan']",S Ravi,C Shamshuddin
Mumbai,2016,2016,April,Saturday,1,Mumbai Indians,Rising Pune Supergiants,Wankhede Stadium,Mumbai Indians,bat,N,Rising Pune Supergiants,Wickets,9.0,NA,AM Rahane,"['LMP Simmons', 'RG Sharma', 'HH Pandya', 'JC Buttler', 'AT Rayudu', 'KA Pollard', 'S Gopal', 'Harbhajan Singh', 'R Vinay Kumar', 'MJ McClenaghan', 'JJ Bumrah']","['AM Rahane', 'F du Plessis', 'KP Pietersen', 'MS Dhoni', 'SPD Smith', 'R Bhatia', 'MR Marsh', 'R Ashwin', 'I Sharma', 'M Ashwin', 'RP Singh']",HDPK Dharmasena,CK Nandan
Kolkata,2015,2015,May,Sunday,Final,Mumbai Indians,Chennai Super Kings,Eden Gardens,Chennai Super Kings,field,N,Mumbai Indians,Runs,41.0,NA,RG Sharma,"['LMP Simmons', 'PA Patel', 'RG Sharma', 'KA Pollard', 'AT Rayudu', 'HH Pandya', 'Harbhajan Singh', 'J Suchith', 'MJ McClenaghan', 'R Vinay Kumar', 'SL Malinga']","['DR Smith', 'MEK Hussey', 'SK Raina', 'MS Dhoni', 'DJ Bravo', 'P Negi', 'F du Plessis', 'RA Jadeja', 'R Ashwin', 'MM Sharma', 'A Nehra']",HDPK Dharmasena,RK Illingworth
Ranchi,2015,2015,May,Friday,Qualifier 2,Chennai Super Kings,Royal Challengers Bangalore,JSCA International Stadium Complex,Chennai Super Kings,field,N,Chennai Super Kings,Wickets,3.0,NA,A Nehra,"['DR Smith', 'MEK Hussey', 'F du Plessis', 'SK Raina', 'MS Dhoni', 'P Negi', 'DJ Bravo', 'RA Jadeja', 'R Ashwin', 'MM Sharma', 'A Nehra']","['CH Gayle', 'V Kohli', 'AB de Villiers', 'Mandeep Singh', 'KD Karthik', 'SN Khan', 'D Wiese', 'HV Patel', 'MA Starc', 'S Aravind', 'YS Chahal']",AK Chaudhary,CB Gaffaney
Pune,2015,2015,May,Wednesday,Eliminator,Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,Royal Challengers Bangalore,bat,N,Royal Challengers Bangalore,Runs,71.0,NA,AB de Villiers,"['CH Gayle', 'V Kohli', 'AB de Villiers', 'Mandeep Singh', 'KD Karthik', 'SN Khan', 'D Wiese', 'MA Starc', 'HV Patel', 'YS Chahal', 'S Aravind']","['AM Rahane', 'SR Watson', 'SV Samson', 'SPD Smith', 'KK Nair', 'DJ Hooda', 'JP Faulkner', 'STR Binny', 'CH Morris', 'Ankit Sharma', 'DS Kulkarni']",AK Chaudhary,C Shamshuddin
Mumbai,2015,2015,May,Tuesday,Qualifier 1,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,Mumbai Indians,bat,N,Mumbai Indians,Runs,25.0,NA,KA Pollard,"['DR Smith', 'MEK Hussey', 'F du Plessis', 'SK Raina', 'MS Dhoni', 'DJ Bravo', 'RA Jadeja', 'P Negi', 'R Ashwin', 'MM Sharma', 'A Nehra']","['LMP Simmons', 'PA Patel', 'RG Sharma', 'KA Pollard', 'HH Pandya', 'AT Rayudu', 'Harbhajan Singh', 'J Suchith', 'MJ McClenaghan', 'R Vinay Kumar', 'SL Malinga']",HDPK Dharmasena,RK Illingworth
Hyderabad,2015,2015,May,Sunday,56,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bat,N,Mumbai Indians,Wickets,9.0,NA,MJ McClenaghan,"['DA Warner', 'S Dhawan', 'MC Henriques', 'EJG Morgan', 'KL Rahul', 'NV Ojha', 'KV Sharma', 'A Ashish Reddy', 'B Kumar', 'P Kumar', 'DW Steyn']","['LMP Simmons', 'PA Patel', 'RG Sharma', 'AT Rayudu', 'KA Pollard', 'HH Pandya', 'Harbhajan Singh', 'J Suchith', 'MJ McClenaghan', 'R Vinay Kumar', 'SL Malinga']",CB Gaffaney,K Srinath
Mumbai,2015,2015,May,Saturday,54,Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,Rajasthan Royals,bat,N,Rajasthan Royals,Runs,9.0,NA,SR Watson,"['AM Rahane', 'SR Watson', 'SPD Smith', 'SV Samson', 'JP Faulkner', 'KK Nair', 'CH Morris', 'DJ Hooda', 'STR Binny', 'DS Kulkarni', 'BB Sran']","['RV Uthappa', 'G Gambhir', 'MK Pandey', 'YK Pathan', 'AD Russell', 'SA Yadav', 'Shakib Al Hasan', 'Azhar Mahmood', 'PP Chawla', 'UT Yadav', 'M Morkel']",RM Deshpande,RK Illingworth
Chandigarh,2015,2015,May,Saturday,53,Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,bat,N,Chennai Super Kings,Wickets,7.0,NA,P Negi,"['WP Saha', 'M Vohra', 'GJ Bailey', 'GJ Maxwell', 'Gurkeerat Singh', 'DA Miller', 'AR Patel', 'R Dhawan', 'BE Hendricks', 'Anureet Singh', 'Sandeep Sharma']","['MEK Hussey', 'BB McCullum', 'F du Plessis', 'SK Raina', 'MS Dhoni', 'DJ Bravo', 'P Negi', 'RA Jadeja', 'R Ashwin', 'A Nehra', 'IC Pandey']",CK Nandan,C Shamshuddin
Hyderabad,2015,2015,May,Friday,52,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bat,N,Royal Challengers Bangalore,Wickets,6.0,D/L,V Kohli,"['DA Warner', 'S Dhawan', 'MC Henriques', 'EJG Morgan', 'NV Ojha', 'KL Rahul', 'Bipul Sharma', 'KV Sharma', 'B Kumar', 'P Kumar', 'DW Steyn']","['CH Gayle', 'V Kohli', 'AB de Villiers', 'Mandeep Singh', 'KD Karthik', 'SN Khan', 'D Wiese', 'MA Starc', 'HV Patel', 'YS Chahal', 'AB Dinda']",AK Chaudhary,HDPK Dharmasena
Mumbai,2015,2015,May,Thursday,51,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,Kolkata Knight Riders,field,N,Mumbai Indians,Runs,5.0,NA,HH Pandya,"['LMP Simmons', 'PA Patel', 'RG Sharma', 'AT Rayudu', 'KA Pollard', 'HH Pandya', 'Harbhajan Singh', 'J Suchith', 'MJ McClenaghan', 'R Vinay Kumar', 'SL Malinga']","['RV Uthappa', 'G Gambhir', 'MK Pandey', 'YK Pathan', 'Shakib Al Hasan', 'AD Russell', 'SA Yadav', 'PP Chawla', 'UT Yadav', 'M Morkel', 'SP Narine']",RK Illingworth,VA Kulkarni
Chandigarh,2015,2015,May,Wednesday,50,Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bangalore,field,N,Kings XI Punjab,Runs,22.0,NA,AR Patel,"['WP Saha', 'M Vohra', 'GJ Maxwell', 'DA Miller', 'GJ Bailey', 'AR Patel', 'Gurkeerat Singh', 'R Dhawan', 'BE Hendricks', 'Anureet Singh', 'Sandeep Sharma']","['CH Gayle', 'V Kohli', 'AB de Villiers', 'Mandeep Singh', 'KD Karthik', 'SN Khan', 'D Wiese', 'HV Patel', 'MA Starc', 'YS Chahal', 'S Aravind']",JD Cloete,C Shamshuddin
Raipur,2015,2015,May,Tuesday,49,Delhi Daredevils,Chennai Super Kings,Shaheed Veer Narayan Singh International Stadium,Chennai Super Kings,bat,N,Delhi Daredevils,Wickets,6.0,NA,Z Khan,"['Q de Kock', 'SS Iyer', 'JP Duminy', 'Yuvraj Singh', 'JA Morkel', 'KM Jadhav', 'SS Tiwary', 'J Yadav', 'GS Sandhu', 'Z Khan', 'S Nadeem']","['DR Smith', 'BB McCullum', 'SK Raina', 'F du Plessis', 'MS Dhoni', 'DJ Bravo', 'P Negi', 'RA Jadeja', 'R Ashwin', 'MM Sharma', 'IC Pandey']",RK Illingworth,VA Kulkarni
Hyderabad,2015,2015,May,Monday,48,Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bat,N,Sunrisers Hyderabad,Runs,5.0,NA,DA Warner,"['DA Warner', 'S Dhawan', 'MC Henriques', 'EJG Morgan', 'NV Ojha', 'KL Rahul', 'KV Sharma', 'Bipul Sharma', 'B Kumar', 'TA Boult', 'I Sharma']","['M Vijay', 'M Vohra', 'WP Saha', 'GJ Maxwell', 'DA Miller', 'GJ Bailey', 'Gurkeerat Singh', 'AR Patel', 'BE Hendricks', 'Anureet Singh', 'Sandeep Sharma']",AK Chaudhary,HDPK Dharmasena
Chennai,2015,2015,May,Sunday,47,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,N,Chennai Super Kings,Runs,12.0,NA,RA Jadeja,"['DR Smith', 'BB McCullum', 'SK Raina', 'F du Plessis', 'P Negi', 'MS Dhoni', 'DJ Bravo', 'RA Jadeja', 'R Ashwin', 'MM Sharma', 'A Nehra']","['AM Rahane', 'SR Watson', 'SPD Smith', 'KK Nair', 'DJ Hooda', 'SV Samson', 'JP Faulkner', 'CH Morris', 'R Bhatia', 'Ankit Sharma', 'PV Tambe']",M Erasmus,CK Nandan
Mumbai,2015,2015,May,Sunday,46,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,Royal Challengers Bangalore,bat,N,Royal Challengers Bangalore,Runs,39.0,NA,AB de Villiers,"['PA Patel', 'LMP Simmons', 'RG Sharma', 'KA Pollard', 'HH Pandya', 'AT Rayudu', 'Harbhajan Singh', 'J Suchith', 'MJ McClenaghan', 'SL Malinga', 'JJ Bumrah']","['CH Gayle', 'V Kohli', 'AB de Villiers', 'KD Karthik', 'SN Khan', 'Mandeep Singh', 'D Wiese', 'MA Starc', 'HV Patel', 'YS Chahal', 'S Aravind']",JD Cloete,C Shamshuddin
Raipur,2015,2015,May,Saturday,45,Delhi Daredevils,Sunrisers Hyderabad,Shaheed Veer Narayan Singh International Stadium,Sunrisers Hyderabad,bat,N,Sunrisers Hyderabad,Runs,6.0,NA,MC Henriques,"['Q de Kock', 'SS Iyer', 'JP Duminy', 'Yuvraj Singh', 'KM Jadhav', 'SS Tiwary', 'JA Morkel', 'J Yadav', 'NM Coulter-Nile', 'A Mishra', 'Z Khan']","['S Dhawan', 'DA Warner', 'MC Henriques', 'EJG Morgan', 'KV Sharma', 'RS Bopara', 'NV Ojha', 'Parvez Rasool', 'P Kumar', 'B Kumar', 'I Sharma']",VA Kulkarni,S Ravi
Kolkata,2015,2015,May,Saturday,44,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,Kings XI Punjab,bat,N,Kolkata Knight Riders,Wickets,1.0,NA,AD Russell,"['RV Uthappa', 'G Gambhir', 'MK Pandey', 'SA Yadav', 'YK Pathan', 'AD Russell', 'J Botha', 'PP Chawla', 'GB Hogg', 'UT Yadav', 'SP Narine']","['M Vijay', 'M Vohra', 'WP Saha', 'GJ Maxwell', 'DA Miller', 'Gurkeerat Singh', 'GJ Bailey', 'AR Patel', 'BE Hendricks', 'Anureet Singh', 'Sandeep Sharma']",AK Chaudhary,HDPK Dharmasena
Chennai,2015,2015,May,Friday,43,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,N,Mumbai Indians,Wickets,6.0,NA,HH Pandya,"['DR Smith', 'BB McCullum', 'SK Raina', 'F du Plessis', 'MS Dhoni', 'P Negi', 'RA Jadeja', 'DJ Bravo', 'R Ashwin', 'MM Sharma', 'A Nehra']","['LMP Simmons', 'PA Patel', 'RG Sharma', 'KA Pollard', 'AT Rayudu', 'HH Pandya', 'Harbhajan Singh', 'J Suchith', 'R Vinay Kumar', 'MJ McClenaghan', 'M de Lange']",CB Gaffaney,CK Nandan
Mumbai,2015,2015,May,Thursday,41,Rajasthan Royals,Sunrisers Hyderabad,Brabourne Stadium,Rajasthan Royals,field,N,Sunrisers Hyderabad,Runs,7.0,NA,EJG Morgan,"['AM Rahane', 'SR Watson', 'SPD Smith', 'KK Nair', 'DJ Hooda', 'JP Faulkner', 'SV Samson', 'STR Binny', 'CH Morris', 'DS Kulkarni', 'PV Tambe']","['S Dhawan', 'DA Warner', 'MC Henriques', 'EJG Morgan', 'RS Bopara', 'NV Ojha', 'GH Vihari', 'KV Sharma', 'P Kumar', 'B Kumar', 'I Sharma']",JD Cloete,C Shamshuddin
Kolkata,2015,2015,May,Thursday,42,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,Kolkata Knight Riders,bat,N,Kolkata Knight Riders,Runs,13.0,NA,PP Chawla,"['RV Uthappa', 'G Gambhir', 'MK Pandey', 'PP Chawla', 'YK Pathan', 'AD Russell', 'SA Yadav', 'J Botha', 'GB Hogg', 'UT Yadav', 'SP Narine']","['MK Tiwary', 'SS Iyer', 'JP Duminy', 'KM Jadhav', 'Yuvraj Singh', 'AD Mathews', 'SS Tiwary', 'JA Morkel', 'A Mishra', 'Imran Tahir', 'Z Khan']",AK Chaudhary,M Erasmus
Bangalore,2015,2015,May,Wednesday,40,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,Kings XI Punjab,field,N,Royal Challengers Bangalore,Runs,138.0,NA,CH Gayle,"['CH Gayle', 'V Kohli', 'AB de Villiers', 'KD Karthik', 'SN Khan', 'Mandeep Singh', 'D Wiese', 'MA Starc', 'HV Patel', 'YS Chahal', 'S Aravind']","['M Vijay', 'M Vohra', 'WP Saha', 'GJ Maxwell', 'DA Miller', 'GJ Bailey', 'AR Patel', 'MG Johnson', 'Anureet Singh', 'Karanveer Singh', 'Sandeep Sharma']",RK Illingworth,VA Kulkarni
Mumbai,2015,2015,May,Tuesday,39,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,Delhi Daredevils,bat,N,Mumbai Indians,Wickets,5.0,NA,Harbhajan Singh,"['LMP Simmons', 'PA Patel', 'HH Pandya', 'RG Sharma', 'Harbhajan Singh', 'AT Rayudu', 'KA Pollard', 'J Suchith', 'R Vinay Kumar', 'MJ McClenaghan', 'SL Malinga']","['MA Agarwal', 'SS Iyer', 'JP Duminy', 'KM Jadhav', 'Yuvraj Singh', 'AD Mathews', 'SS Tiwary', 'NM Coulter-Nile', 'A Mishra', 'Imran Tahir', 'Z Khan']",HDPK Dharmasena,CB Gaffaney
Kolkata,2015,2015,May,Monday,38,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Sunrisers Hyderabad,field,N,Kolkata Knight Riders,Runs,35.0,NA,UT Yadav,"['RV Uthappa', 'G Gambhir', 'MK Pandey', 'AD Russell', 'RN ten Doeschate', 'YK Pathan', 'J Botha', 'SA Yadav', 'PP Chawla', 'GB Hogg', 'UT Yadav']","['DA Warner', 'S Dhawan', 'NV Ojha', 'MC Henriques', 'EJG Morgan', 'GH Vihari', 'Bipul Sharma', 'KV Sharma', 'P Kumar', 'B Kumar', 'DW Steyn']",AK Chaudhary,M Erasmus
