City,Season Start,Season End,Month,Day,Match Number,Team 1,Team 2,Venue,Toss Winner,Toss Decision,Super Over,Winning Team,Won By,Margin,Method,Player of Match,Team 1 Players,Team 2 Players,Umpire 1,Umpire 2
Dubai,2020,2021,November,Sunday,54,Kolkata Knight Riders,Rajasthan Royals,Dubai International Cricket Stadium,Rajasthan Royals,field,N,Kolkata Knight Riders,Runs,60.0,NA,PJ Cummins,"['Shubman Gill', 'N Rana', 'RA Tripathi', 'SP Narine', 'EJG Morgan', 'KD Karthik', 'AD Russell', 'PJ Cummins', 'KL Nagarkoti', 'Shivam Mavi', 'CV Varun']","['RV Uthappa', 'BA Stokes', 'SPD Smith', 'SV Samson', 'JC Buttler', 'R Parag', 'R Tewatia', 'S Gopal', 'JC Archer', 'Kartik Tyagi', 'VR Aaron']",Nitin Menon,PR Reiffel
Abu Dhabi,2020,2021,November,Sunday,53,Kings XI Punjab,Chennai Super Kings,Sheikh Zayed Stadium,Chennai Super Kings,field,N,Chennai Super Kings,Wickets,9.0,NA,RD Gaikwad,"['KL Rahul', 'MA Agarwal', 'CH Gayle', 'N Pooran', 'Mandeep Singh', 'DJ Hooda', 'JDS Neesham', 'CJ Jordan', 'M Ashwin', 'Ravi Bishnoi', 'Mohammed Shami']","['RD Gaikwad', 'F du Plessis', 'AT Rayudu', 'MS Dhoni', 'N Jagadeesan', 'SM Curran', 'RA Jadeja', 'DL Chahar', 'SN Thakur', 'L Ngidi', 'Imran Tahir']",PG Pathak,VK Sharma
Dubai,2020,2021,October,Saturday,51,Delhi Capitals,Mumbai Indians,Dubai International Cricket Stadium,Mumbai Indians,field,N,Mumbai Indians,Wickets,9.0,NA,Ishan Kishan,"['PP Shaw', 'S Dhawan', 'SS Iyer', 'RR Pant', 'MP Stoinis', 'SO Hetmyer', 'HV Patel', 'R Ashwin', 'P Dubey', 'K Rabada', 'A Nortje']","['Ishan Kishan', 'Q de Kock', 'SA Yadav', 'SS Tiwary', 'KH Pandya', 'KA Pollard', 'NM Coulter-Nile', 'J Yadav', 'RD Chahar', 'TA Boult', 'JJ Bumrah']",YC Barde,PR Reiffel
Sharjah,2020,2021,October,Saturday,52,Royal Challengers Bangalore,Sunrisers Hyderabad,Sharjah Cricket Stadium,Sunrisers Hyderabad,field,N,Sunrisers Hyderabad,Wickets,5.0,NA,Sandeep Sharma,"['JR Philippe', 'D Padikkal', 'V Kohli', 'AB de Villiers', 'Washington Sundar', 'Gurkeerat Singh', 'CH Morris', 'I Udana', 'Mohammed Siraj', 'Navdeep Saini', 'YS Chahal']","['DA Warner', 'WP Saha', 'MK Pandey', 'KS Williamson', 'Abhishek Sharma', 'JO Holder', 'Abdul Samad', 'Rashid Khan', 'S Nadeem', 'Sandeep Sharma', 'T Natarajan']",KN Ananthapadmanabhan,K Srinivasan
Abu Dhabi,2020,2021,October,Friday,50,Kings XI Punjab,Rajasthan Royals,Sheikh Zayed Stadium,Rajasthan Royals,field,N,Rajasthan Royals,Wickets,7.0,NA,BA Stokes,"['KL Rahul', 'Mandeep Singh', 'CH Gayle', 'N Pooran', 'GJ Maxwell', 'DJ Hooda', 'CJ Jordan', 'M Ashwin', 'Ravi Bishnoi', 'Mohammed Shami', 'Arshdeep Singh']","['RV Uthappa', 'BA Stokes', 'SV Samson', 'SPD Smith', 'JC Buttler', 'R Parag', 'R Tewatia', 'JC Archer', 'S Gopal', 'Kartik Tyagi', 'VR Aaron']",CB Gaffaney,S Ravi
Dubai,2020,2021,October,Thursday,49,Kolkata Knight Riders,Chennai Super Kings,Dubai International Cricket Stadium,Chennai Super Kings,field,N,Chennai Super Kings,Wickets,6.0,NA,RD Gaikwad,"['Shubman Gill', 'N Rana', 'SP Narine', 'RK Singh', 'EJG Morgan', 'KD Karthik', 'RA Tripathi', 'KL Nagarkoti', 'PJ Cummins', 'LH Ferguson', 'CV Varun']","['SR Watson', 'RD Gaikwad', 'AT Rayudu', 'MS Dhoni', 'SM Curran', 'RA Jadeja', 'N Jagadeesan', 'MJ Santner', 'DL Chahar', 'KV Sharma', 'L Ngidi']",C Shamshuddin,RK Illingworth
Abu Dhabi,2020,2021,October,Wednesday,48,Royal Challengers Bangalore,Mumbai Indians,Sheikh Zayed Stadium,Mumbai Indians,field,N,Mumbai Indians,Wickets,5.0,NA,SA Yadav,"['JR Philippe', 'D Padikkal', 'V Kohli', 'AB de Villiers', 'S Dube', 'CH Morris', 'Gurkeerat Singh', 'Washington Sundar', 'YS Chahal', 'Mohammed Siraj', 'DW Steyn']","['Q de Kock', 'Ishan Kishan', 'SA Yadav', 'SS Tiwary', 'KH Pandya', 'HH Pandya', 'KA Pollard', 'JL Pattinson', 'RD Chahar', 'TA Boult', 'JJ Bumrah']",UV Gandhe,CB Gaffaney
Dubai,2020,2021,October,Tuesday,47,Sunrisers Hyderabad,Delhi Capitals,Dubai International Cricket Stadium,Delhi Capitals,field,N,Sunrisers Hyderabad,Runs,88.0,NA,WP Saha,"['DA Warner', 'WP Saha', 'MK Pandey', 'KS Williamson', 'V Shankar', 'Abdul Samad', 'JO Holder', 'Rashid Khan', 'Sandeep Sharma', 'T Natarajan', 'S Nadeem']","['AM Rahane', 'S Dhawan', 'MP Stoinis', 'SO Hetmyer', 'RR Pant', 'SS Iyer', 'AR Patel', 'K Rabada', 'R Ashwin', 'TU Deshpande', 'A Nortje']",AK Chaudhary,Nitin Menon
Sharjah,2020,2021,October,Monday,46,Kolkata Knight Riders,Kings XI Punjab,Sharjah Cricket Stadium,Kings XI Punjab,field,N,Kings XI Punjab,Wickets,8.0,NA,CH Gayle,"['Shubman Gill', 'N Rana', 'RA Tripathi', 'KD Karthik', 'EJG Morgan', 'SP Narine', 'KL Nagarkoti', 'PJ Cummins', 'LH Ferguson', 'CV Varun', 'M Prasidh Krishna']","['KL Rahul', 'Mandeep Singh', 'CH Gayle', 'N Pooran', 'GJ Maxwell', 'DJ Hooda', 'CJ Jordan', 'M Ashwin', 'Ravi Bishnoi', 'Mohammed Shami', 'Arshdeep Singh']",KN Ananthapadmanabhan,RK Illingworth
Abu Dhabi,2020,2021,October,Sunday,45,Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium,Mumbai Indians,bat,N,Rajasthan Royals,Wickets,8.0,NA,BA Stokes,"['Ishan Kishan', 'Q de Kock', 'SA Yadav', 'SS Tiwary', 'KA Pollard', 'HH Pandya', 'KH Pandya', 'JL Pattinson', 'RD Chahar', 'TA Boult', 'JJ Bumrah']","['RV Uthappa', 'BA Stokes', 'SPD Smith', 'SV Samson', 'JC Buttler', 'R Parag', 'R Tewatia', 'JC Archer', 'S Gopal', 'AS Rajpoot', 'Kartik Tyagi']",UV Gandhe,VK Sharma
Dubai,2020,2021,October,Sunday,44,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,Royal Challengers Bangalore,bat,N,Chennai Super Kings,Wickets,8.0,NA,RD Gaikwad,"['D Padikkal', 'AJ Finch', 'V Kohli', 'AB de Villiers', 'MM Ali', 'CH Morris', 'Gurkeerat Singh', 'Washington Sundar', 'Navdeep Saini', 'YS Chahal', 'Mohammed Siraj']","['RD Gaikwad', 'F du Plessis', 'AT Rayudu', 'MS Dhoni', 'N Jagadeesan', 'RA Jadeja', 'SM Curran', 'MJ Santner', 'DL Chahar', 'Imran Tahir', 'Monu Kumar']",C Shamshuddin,RK Illingworth
Dubai,2020,2021,October,Saturday,43,Kings XI Punjab,Sunrisers Hyderabad,Dubai International Cricket Stadium,Sunrisers Hyderabad,field,N,Kings XI Punjab,Runs,12.0,NA,CJ Jordan,"['KL Rahul', 'Mandeep Singh', 'CH Gayle', 'N Pooran', 'GJ Maxwell', 'DJ Hooda', 'CJ Jordan', 'M Ashwin', 'Ravi Bishnoi', 'Mohammed Shami', 'Arshdeep Singh']","['DA Warner', 'JM Bairstow', 'MK Pandey', 'Abdul Samad', 'V Shankar', 'JO Holder', 'PK Garg', 'Rashid Khan', 'Sandeep Sharma', 'T Natarajan', 'KK Ahmed']",AY Dandekar,PR Reiffel
Abu Dhabi,2020,2021,October,Saturday,42,Kolkata Knight Riders,Delhi Capitals,Sheikh Zayed Stadium,Delhi Capitals,field,N,Kolkata Knight Riders,Runs,59.0,NA,CV Varun,"['Shubman Gill', 'N Rana', 'RA Tripathi', 'KD Karthik', 'SP Narine', 'EJG Morgan', 'PJ Cummins', 'LH Ferguson', 'KL Nagarkoti', 'M Prasidh Krishna', 'CV Varun']","['AM Rahane', 'S Dhawan', 'SS Iyer', 'RR Pant', 'SO Hetmyer', 'MP Stoinis', 'AR Patel', 'K Rabada', 'R Ashwin', 'TU Deshpande', 'A Nortje']",CB Gaffaney,PG Pathak
Sharjah,2020,2021,October,Friday,41,Chennai Super Kings,Mumbai Indians,Sharjah Cricket Stadium,Mumbai Indians,field,N,Mumbai Indians,Wickets,10.0,NA,TA Boult,"['RD Gaikwad', 'F du Plessis', 'AT Rayudu', 'N Jagadeesan', 'MS Dhoni', 'RA Jadeja', 'SM Curran', 'DL Chahar', 'SN Thakur', 'Imran Tahir', 'JR Hazlewood']","['Q de Kock', 'Ishan Kishan', 'SA Yadav', 'SS Tiwary', 'KH Pandya', 'HH Pandya', 'KA Pollard', 'NM Coulter-Nile', 'RD Chahar', 'TA Boult', 'JJ Bumrah']",C Shamshuddin,VA Kulkarni
Dubai,2020,2021,October,Thursday,40,Rajasthan Royals,Sunrisers Hyderabad,Dubai International Cricket Stadium,Sunrisers Hyderabad,field,N,Sunrisers Hyderabad,Wickets,8.0,NA,MK Pandey,"['RV Uthappa', 'BA Stokes', 'SV Samson', 'JC Buttler', 'SPD Smith', 'R Parag', 'R Tewatia', 'JC Archer', 'S Gopal', 'AS Rajpoot', 'Kartik Tyagi']","['DA Warner', 'JM Bairstow', 'MK Pandey', 'V Shankar', 'PK Garg', 'Abdul Samad', 'JO Holder', 'Rashid Khan', 'Sandeep Sharma', 'T Natarajan', 'S Nadeem']",Nitin Menon,PR Reiffel
Abu Dhabi,2020,2021,October,Wednesday,39,Kolkata Knight Riders,Royal Challengers Bangalore,Sheikh Zayed Stadium,Kolkata Knight Riders,bat,N,Royal Challengers Bangalore,Wickets,8.0,NA,Mohammed Siraj,"['Shubman Gill', 'RA Tripathi', 'N Rana', 'T Banton', 'KD Karthik', 'EJG Morgan', 'PJ Cummins', 'Kuldeep Yadav', 'LH Ferguson', 'M Prasidh Krishna', 'CV Varun']","['D Padikkal', 'AJ Finch', 'Gurkeerat Singh', 'V Kohli', 'AB de Villiers', 'CH Morris', 'Washington Sundar', 'I Udana', 'Navdeep Saini', 'YS Chahal', 'Mohammed Siraj']",VK Sharma,S Ravi
Dubai,2020,2021,October,Tuesday,38,Delhi Capitals,Kings XI Punjab,Dubai International Cricket Stadium,Delhi Capitals,bat,N,Kings XI Punjab,Wickets,5.0,NA,S Dhawan,"['PP Shaw', 'S Dhawan', 'SS Iyer', 'RR Pant', 'MP Stoinis', 'SO Hetmyer', 'AR Patel', 'R Ashwin', 'K Rabada', 'DR Sams', 'TU Deshpande']","['KL Rahul', 'MA Agarwal', 'CH Gayle', 'N Pooran', 'GJ Maxwell', 'DJ Hooda', 'JDS Neesham', 'M Ashwin', 'Ravi Bishnoi', 'Mohammed Shami', 'Arshdeep Singh']",C Shamshuddin,RK Illingworth
Abu Dhabi,2020,2021,October,Monday,37,Chennai Super Kings,Rajasthan Royals,Sheikh Zayed Stadium,Chennai Super Kings,bat,N,Rajasthan Royals,Wickets,7.0,NA,JC Buttler,"['SM Curran', 'F du Plessis', 'SR Watson', 'AT Rayudu', 'MS Dhoni', 'RA Jadeja', 'KM Jadhav', 'PP Chawla', 'DL Chahar', 'SN Thakur', 'JR Hazlewood']","['BA Stokes', 'RV Uthappa', 'SV Samson', 'SPD Smith', 'JC Buttler', 'R Tewatia', 'R Parag', 'JC Archer', 'S Gopal', 'AS Rajpoot', 'Kartik Tyagi']",CB Gaffaney,VK Sharma
Abu Dhabi,2020,2021,October,Sunday,35,Kolkata Knight Riders,Sunrisers Hyderabad,Sheikh Zayed Stadium,Sunrisers Hyderabad,field,Y,Kolkata Knight Riders,SuperOver,0.0,NA,LH Ferguson,"['Shubman Gill', 'RA Tripathi', 'N Rana', 'AD Russell', 'EJG Morgan', 'KD Karthik', 'PJ Cummins', 'LH Ferguson', 'Kuldeep Yadav', 'Shivam Mavi', 'CV Varun']","['JM Bairstow', 'KS Williamson', 'PK Garg', 'DA Warner', 'MK Pandey', 'V Shankar', 'Abdul Samad', 'Rashid Khan', 'Sandeep Sharma', 'Basil Thampi', 'T Natarajan']",PG Pathak,S Ravi
Dubai,2020,2021,October,Sunday,36,Mumbai Indians,Kings XI Punjab,Dubai International Cricket Stadium,Mumbai Indians,bat,Y,Kings XI Punjab,SuperOver,0.0,NA,KL Rahul,"['RG Sharma', 'Q de Kock', 'SA Yadav', 'Ishan Kishan', 'KH Pandya', 'HH Pandya', 'KA Pollard', 'NM Coulter-Nile', 'RD Chahar', 'TA Boult', 'JJ Bumrah']","['KL Rahul', 'MA Agarwal', 'CH Gayle', 'N Pooran', 'GJ Maxwell', 'DJ Hooda', 'CJ Jordan', 'M Ashwin', 'Ravi Bishnoi', 'Mohammed Shami', 'Arshdeep Singh']",Nitin Menon,PR Reiffel
Dubai,2020,2021,October,Saturday,33,Rajasthan Royals,Royal Challengers Bangalore,Dubai International Cricket Stadium,Rajasthan Royals,bat,N,Royal Challengers Bangalore,Wickets,7.0,NA,AB de Villiers,"['RV Uthappa', 'BA Stokes', 'SV Samson', 'SPD Smith', 'JC Buttler', 'R Tewatia', 'JC Archer', 'R Parag', 'S Gopal', 'JD Unadkat', 'Kartik Tyagi']","['D Padikkal', 'AJ Finch', 'V Kohli', 'AB de Villiers', 'Gurkeerat Singh', 'CH Morris', 'Washington Sundar', 'Shahbaz Ahmed', 'I Udana', 'Navdeep Saini', 'YS Chahal']",AK Chaudhary,Nitin Menon
Sharjah,2020,2021,October,Saturday,34,Chennai Super Kings,Delhi Capitals,Sharjah Cricket Stadium,Chennai Super Kings,bat,N,Delhi Capitals,Wickets,5.0,NA,S Dhawan,"['SM Curran', 'F du Plessis', 'SR Watson', 'AT Rayudu', 'MS Dhoni', 'RA Jadeja', 'KM Jadhav', 'DJ Bravo', 'DL Chahar', 'SN Thakur', 'KV Sharma']","['PP Shaw', 'S Dhawan', 'AM Rahane', 'SS Iyer', 'MP Stoinis', 'AT Carey', 'AR Patel', 'R Ashwin', 'TU Deshpande', 'K Rabada', 'A Nortje']",KN Ananthapadmanabhan,RK Illingworth
Abu Dhabi,2020,2021,October,Friday,32,Kolkata Knight Riders,Mumbai Indians,Sheikh Zayed Stadium,Kolkata Knight Riders,bat,N,Mumbai Indians,Wickets,8.0,NA,Q de Kock,"['RA Tripathi', 'Shubman Gill', 'N Rana', 'KD Karthik', 'EJG Morgan', 'AD Russell', 'PJ Cummins', 'CJ Green', 'M Prasidh Krishna', 'Shivam Mavi', 'CV Varun']","['RG Sharma', 'Q de Kock', 'SA Yadav', 'HH Pandya', 'Ishan Kishan', 'KA Pollard', 'KH Pandya', 'RD Chahar', 'TA Boult', 'JJ Bumrah', 'NM Coulter-Nile']",CB Gaffaney,VK Sharma
Sharjah,2020,2021,October,Thursday,31,Royal Challengers Bangalore,Kings XI Punjab,Sharjah Cricket Stadium,Royal Challengers Bangalore,bat,N,Kings XI Punjab,Wickets,8.0,NA,KL Rahul,"['AJ Finch', 'D Padikkal', 'V Kohli', 'Washington Sundar', 'S Dube', 'AB de Villiers', 'CH Morris', 'I Udana', 'Navdeep Saini', 'YS Chahal', 'Mohammed Siraj']","['KL Rahul', 'MA Agarwal', 'CH Gayle', 'N Pooran', 'GJ Maxwell', 'DJ Hooda', 'CJ Jordan', 'M Ashwin', 'Ravi Bishnoi', 'Mohammed Shami', 'Arshdeep Singh']",KN Ananthapadmanabhan,C Shamshuddin
Dubai,2020,2021,October,Wednesday,30,Delhi Capitals,Rajasthan Royals,Dubai International Cricket Stadium,Delhi Capitals,bat,N,Delhi Capitals,Runs,13.0,NA,A Nortje,"['PP Shaw', 'S Dhawan', 'AM Rahane', 'SS Iyer', 'MP Stoinis', 'AT Carey', 'AR Patel', 'R Ashwin', 'TU Deshpande', 'K Rabada', 'A Nortje']","['BA Stokes', 'JC Buttler', 'SPD Smith', 'SV Samson', 'RV Uthappa', 'R Parag', 'R Tewatia', 'JC Archer', 'S Gopal', 'JD Unadkat', 'Kartik Tyagi']",AK Chaudhary,Nitin Menon
Dubai,2020,2021,October,Tuesday,29,Chennai Super Kings,Sunrisers Hyderabad,Dubai International Cricket Stadium,Chennai Super Kings,bat,N,Chennai Super Kings,Runs,20.0,NA,RA Jadeja,"['SM Curran', 'F du Plessis', 'SR Watson', 'AT Rayudu', 'MS Dhoni', 'RA Jadeja', 'DJ Bravo', 'DL Chahar', 'PP Chawla', 'SN Thakur', 'KV Sharma']","['DA Warner', 'JM Bairstow', 'MK Pandey', 'KS Williamson', 'PK Garg', 'V Shankar', 'Rashid Khan', 'S Nadeem', 'Sandeep Sharma', 'T Natarajan', 'KK Ahmed']",AK Chaudhary,PR Reiffel
Sharjah,2020,2021,October,Monday,28,Royal Challengers Bangalore,Kolkata Knight Riders,Sharjah Cricket Stadium,Royal Challengers Bangalore,bat,N,Royal Challengers Bangalore,Runs,82.0,NA,AB de Villiers,"['AJ Finch', 'D Padikkal', 'V Kohli', 'AB de Villiers', 'CH Morris', 'Washington Sundar', 'S Dube', 'I Udana', 'Navdeep Saini', 'YS Chahal', 'Mohammed Siraj']","['T Banton', 'Shubman Gill', 'N Rana', 'EJG Morgan', 'KD Karthik', 'AD Russell', 'RA Tripathi', 'PJ Cummins', 'KL Nagarkoti', 'CV Varun', 'M Prasidh Krishna']",RK Illingworth,K Srinivasan
Dubai,2020,2021,October,Sunday,26,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,Sunrisers Hyderabad,bat,N,Rajasthan Royals,Wickets,5.0,NA,R Tewatia,"['DA Warner', 'JM Bairstow', 'MK Pandey', 'KS Williamson', 'PK Garg', 'V Shankar', 'Abhishek Sharma', 'Rashid Khan', 'Sandeep Sharma', 'KK Ahmed', 'T Natarajan']","['BA Stokes', 'JC Buttler', 'SPD Smith', 'SV Samson', 'RV Uthappa', 'R Parag', 'R Tewatia', 'JC Archer', 'S Gopal', 'JD Unadkat', 'Kartik Tyagi']",YC Barde,PR Reiffel
Abu Dhabi,2020,2021,October,Sunday,27,Delhi Capitals,Mumbai Indians,Sheikh Zayed Stadium,Delhi Capitals,bat,N,Mumbai Indians,Wickets,5.0,NA,Q de Kock,"['PP Shaw', 'S Dhawan', 'AM Rahane', 'SS Iyer', 'MP Stoinis', 'AT Carey', 'AR Patel', 'R Ashwin', 'HV Patel', 'K Rabada', 'A Nortje']","['RG Sharma', 'Q de Kock', 'SA Yadav', 'Ishan Kishan', 'HH Pandya', 'KA Pollard', 'KH Pandya', 'JL Pattinson', 'RD Chahar', 'TA Boult', 'JJ Bumrah']",CB Gaffaney,S Ravi
Abu Dhabi,2020,2021,October,Saturday,24,Kolkata Knight Riders,Kings XI Punjab,Sheikh Zayed Stadium,Kolkata Knight Riders,bat,N,Kolkata Knight Riders,Runs,2.0,NA,KD Karthik,"['RA Tripathi', 'Shubman Gill', 'N Rana', 'EJG Morgan', 'KD Karthik', 'AD Russell', 'PJ Cummins', 'SP Narine', 'KL Nagarkoti', 'M Prasidh Krishna', 'CV Varun']","['KL Rahul', 'MA Agarwal', 'N Pooran', 'P Simran Singh', 'GJ Maxwell', 'Mandeep Singh', 'CJ Jordan', 'Ravi Bishnoi', 'Mohammed Shami', 'Arshdeep Singh', 'Mujeeb Ur Rahman']",UV Gandhe,CB Gaffaney
Dubai,2020,2021,October,Saturday,25,Royal Challengers Bangalore,Chennai Super Kings,Dubai International Cricket Stadium,Royal Challengers Bangalore,bat,N,Royal Challengers Bangalore,Runs,37.0,NA,V Kohli,"['D Padikkal', 'AJ Finch', 'V Kohli', 'AB de Villiers', 'Washington Sundar', 'S Dube', 'Gurkeerat Singh', 'CH Morris', 'I Udana', 'Navdeep Saini', 'YS Chahal']","['SR Watson', 'F du Plessis', 'AT Rayudu', 'N Jagadeesan', 'MS Dhoni', 'SM Curran', 'RA Jadeja', 'DJ Bravo', 'DL Chahar', 'SN Thakur', 'KV Sharma']",AK Chaudhary,PR Reiffel
Sharjah,2020,2021,October,Friday,23,Delhi Capitals,Rajasthan Royals,Sharjah Cricket Stadium,Rajasthan Royals,field,N,Delhi Capitals,Runs,46.0,NA,R Ashwin,"['PP Shaw', 'S Dhawan', 'SS Iyer', 'RR Pant', 'MP Stoinis', 'SO Hetmyer', 'HV Patel', 'AR Patel', 'K Rabada', 'R Ashwin', 'A Nortje']","['YBK Jaiswal', 'JC Buttler', 'SPD Smith', 'SV Samson', 'MK Lomror', 'R Tewatia', 'AJ Tye', 'JC Archer', 'S Gopal', 'Kartik Tyagi', 'VR Aaron']",KN Ananthapadmanabhan,C Shamshuddin
Dubai,2020,2021,October,Thursday,22,Sunrisers Hyderabad,Kings XI Punjab,Dubai International Cricket Stadium,Sunrisers Hyderabad,bat,N,Sunrisers Hyderabad,Runs,69.0,NA,JM Bairstow,"['DA Warner', 'JM Bairstow', 'Abdul Samad', 'MK Pandey', 'KS Williamson', 'PK Garg', 'Abhishek Sharma', 'Rashid Khan', 'Sandeep Sharma', 'KK Ahmed', 'T Natarajan']","['KL Rahul', 'MA Agarwal', 'P Simran Singh', 'N Pooran', 'GJ Maxwell', 'Mandeep Singh', 'Mujeeb Ur Rahman', 'Ravi Bishnoi', 'Mohammed Shami', 'SS Cottrell', 'Arshdeep Singh']",AK Chaudhary,Nitin Menon
Abu Dhabi,2020,2021,October,Wednesday,21,Kolkata Knight Riders,Chennai Super Kings,Sheikh Zayed Stadium,Kolkata Knight Riders,bat,N,Kolkata Knight Riders,Runs,10.0,NA,RA Tripathi,"['RA Tripathi', 'Shubman Gill', 'N Rana', 'SP Narine', 'EJG Morgan', 'AD Russell', 'KD Karthik', 'PJ Cummins', 'KL Nagarkoti', 'Shivam Mavi', 'CV Varun']","['SR Watson', 'F du Plessis', 'AT Rayudu', 'MS Dhoni', 'SM Curran', 'KM Jadhav', 'RA Jadeja', 'DJ Bravo', 'SN Thakur', 'DL Chahar', 'KV Sharma']",KN Ananthapadmanabhan,RK Illingworth
Abu Dhabi,2020,2021,October,Tuesday,20,Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium,Mumbai Indians,bat,N,Mumbai Indians,Runs,57.0,NA,SA Yadav,"['Q de Kock', 'RG Sharma', 'SA Yadav', 'Ishan Kishan', 'KH Pandya', 'HH Pandya', 'KA Pollard', 'JL Pattinson', 'RD Chahar', 'TA Boult', 'JJ Bumrah']","['YBK Jaiswal', 'JC Buttler', 'SPD Smith', 'SV Samson', 'MK Lomror', 'TK Curran', 'R Tewatia', 'JC Archer', 'S Gopal', 'AS Rajpoot', 'Kartik Tyagi']",VK Sharma,S Ravi
Dubai,2020,2021,October,Monday,19,Delhi Capitals,Royal Challengers Bangalore,Dubai International Cricket Stadium,Royal Challengers Bangalore,field,N,Delhi Capitals,Runs,59.0,NA,AR Patel,"['PP Shaw', 'S Dhawan', 'SS Iyer', 'RR Pant', 'MP Stoinis', 'SO Hetmyer', 'AR Patel', 'R Ashwin', 'K Rabada', 'A Nortje', 'HV Patel']","['D Padikkal', 'AJ Finch', 'V Kohli', 'AB de Villiers', 'MM Ali', 'Washington Sundar', 'S Dube', 'I Udana', 'Navdeep Saini', 'Mohammed Siraj', 'YS Chahal']",Nitin Menon,YC Barde
Dubai,2020,2021,October,Sunday,18,Kings XI Punjab,Chennai Super Kings,Dubai International Cricket Stadium,Kings XI Punjab,bat,N,Chennai Super Kings,Wickets,10.0,NA,SR Watson,"['KL Rahul', 'MA Agarwal', 'Mandeep Singh', 'N Pooran', 'GJ Maxwell', 'SN Khan', 'CJ Jordan', 'Harpreet Brar', 'Ravi Bishnoi', 'Mohammed Shami', 'SS Cottrell']","['SR Watson', 'F du Plessis', 'AT Rayudu', 'KM Jadhav', 'MS Dhoni', 'RA Jadeja', 'SM Curran', 'DJ Bravo', 'PP Chawla', 'SN Thakur', 'DL Chahar']",AY Dandekar,Nitin Menon
Sharjah,2020,2021,October,Sunday,17,Mumbai Indians,Sunrisers Hyderabad,Sharjah Cricket Stadium,Mumbai Indians,bat,N,Mumbai Indians,Runs,34.0,NA,TA Boult,"['RG Sharma', 'Q de Kock', 'SA Yadav', 'Ishan Kishan', 'HH Pandya', 'KA Pollard', 'KH Pandya', 'JL Pattinson', 'RD Chahar', 'TA Boult', 'JJ Bumrah']","['DA Warner', 'JM Bairstow', 'MK Pandey', 'KS Williamson', 'PK Garg', 'Abhishek Sharma', 'Abdul Samad', 'Rashid Khan', 'Sandeep Sharma', 'S Kaul', 'T Natarajan']",KN Ananthapadmanabhan,RK Illingworth
Abu Dhabi,2020,2021,October,Saturday,15,Rajasthan Royals,Royal Challengers Bangalore,Sheikh Zayed Stadium,Rajasthan Royals,bat,N,Royal Challengers Bangalore,Wickets,8.0,NA,YS Chahal,"['JC Buttler', 'SPD Smith', 'SV Samson', 'RV Uthappa', 'MK Lomror', 'R Parag', 'R Tewatia', 'JC Archer', 'TK Curran', 'S Gopal', 'JD Unadkat']","['D Padikkal', 'AJ Finch', 'V Kohli', 'AB de Villiers', 'S Dube', 'Gurkeerat Singh', 'Washington Sundar', 'I Udana', 'Navdeep Saini', 'YS Chahal', 'A Zampa']",CB Gaffaney,S Ravi
Sharjah,2020,2021,October,Saturday,16,Delhi Capitals,Kolkata Knight Riders,Sharjah Cricket Stadium,Kolkata Knight Riders,field,N,Delhi Capitals,Runs,18.0,NA,SS Iyer,"['PP Shaw', 'S Dhawan', 'SS Iyer', 'RR Pant', 'MP Stoinis', 'SO Hetmyer', 'R Ashwin', 'K Rabada', 'A Nortje', 'A Mishra', 'HV Patel']","['Shubman Gill', 'SP Narine', 'N Rana', 'AD Russell', 'KD Karthik', 'EJG Morgan', 'PJ Cummins', 'RA Tripathi', 'KL Nagarkoti', 'Shivam Mavi', 'CV Varun']",VA Kulkarni,RK Illingworth
Dubai,2020,2021,October,Friday,14,Sunrisers Hyderabad,Chennai Super Kings,Dubai International Cricket Stadium,Sunrisers Hyderabad,bat,N,Sunrisers Hyderabad,Runs,7.0,NA,PK Garg,"['DA Warner', 'JM Bairstow', 'MK Pandey', 'KS Williamson', 'PK Garg', 'Abhishek Sharma', 'Abdul Samad', 'Rashid Khan', 'B Kumar', 'T Natarajan', 'KK Ahmed']","['F du Plessis', 'SR Watson', 'AT Rayudu', 'KM Jadhav', 'MS Dhoni', 'RA Jadeja', 'SM Curran', 'DJ Bravo', 'SN Thakur', 'PP Chawla', 'DL Chahar']",AK Chaudhary,PR Reiffel
Abu Dhabi,2020,2021,October,Thursday,13,Mumbai Indians,Kings XI Punjab,Sheikh Zayed Stadium,Kings XI Punjab,field,N,Mumbai Indians,Runs,48.0,NA,KA Pollard,"['Q de Kock', 'RG Sharma', 'SA Yadav', 'Ishan Kishan', 'KA Pollard', 'HH Pandya', 'KH Pandya', 'JL Pattinson', 'RD Chahar', 'TA Boult', 'JJ Bumrah']","['KL Rahul', 'MA Agarwal', 'KK Nair', 'N Pooran', 'GJ Maxwell', 'JDS Neesham', 'SN Khan', 'K Gowtham', 'Ravi Bishnoi', 'Mohammed Shami', 'SS Cottrell']",VK Sharma,S Ravi
